SU 1702,Киров,2021-05-05,00:50,Париж,2021-05-06,15:50,Airbus A319,12699
SU 1702,Киров,2021-05-04,03:05,Лондон,2021-05-07,15:50,Airbus A319,14724
SU 1701,Екатеринбург,2021-05-05,05:30,Лондон,2021-05-06,00:50,Airbus A319,13193
SU 1701,Нью-Йорк,2021-05-06,15:50,Киров,2021-05-06,15:50,Boeing 777-400,13081
SU 1701,Москва,2021-05-04,15:50,Екатеринбург,2021-05-05,03:05,Boeing 777-300,22862
SU 1903,Париж,2021-05-04,15:22,Екатеринбург,2021-05-07,15:22,Boeing 777-300,9653
SU 1702,Владивосток,2021-05-04,15:50,Лондон,2021-05-05,15:50,Airbus A319,14621
IB 7270,Париж,2021-05-07,07:50,Москва,2021-05-07,15:22,Boeing 777-400,12613
IB 7270,Москва,2021-05-05,00:50,Лондон,2021-05-07,15:22,Boeing 777-300,12792
SU 1903,Владивосток,2021-05-04,03:05,Париж,2021-05-05,05:30,Boeing 777-300,13385
IB 7270,Москва,2021-05-06,00:50,Нью-Йорк,2021-05-07,15:22,Boeing 777-400,13420
SU 1702,Лондон,2021-05-05,00:50,Екатеринбург,2021-05-07,15:50,Airbus A319,13157
SU 1903,Екатеринбург,2021-05-04,05:30,Киров,2021-05-06,16:14,Boeing 777-300,8775
SU 1701,Владивосток,2021-05-04,00:50,Киров,2021-05-05,07:50,Airbus A319,13144
SU 1903,Владивосток,2021-05-05,15:50,Киров,2021-05-06,15:50,Boeing 777-300,9617
SU 1701,Москва,2021-05-06,05:30,Киров,2021-05-07,00:50,Boeing 777-400,22952
IB 7270,Владивосток,2021-05-05,16:14,Париж,2021-05-06,00:50,Airbus A319,13566
SU 1701,Киров,2021-05-06,05:30,Париж,2021-05-06,16:14,Boeing 777-300,13720
IB 7270,Москва,2021-05-04,16:14,Киров,2021-05-05,07:50,Boeing 777-300,12801
SU 1701,Москва,2021-05-04,07:50,Киров,2021-05-05,05:30,Airbus A319,14861
SU 1702,Владивосток,2021-05-04,03:05,Париж,2021-05-04,15:22,Boeing 777-400,9553
SU 1702,Киров,2021-05-04,00:50,Лондон,2021-05-06,16:14,Boeing 777-300,13895
SU 1701,Екатеринбург,2021-05-04,03:05,Киров,2021-05-05,15:22,Boeing 777-400,13451
SU 1701,Владивосток,2021-05-06,07:50,Москва,2021-05-07,16:14,Boeing 777-400,9020
SU 1702,Москва,2021-05-04,15:50,Париж,2021-05-05,16:14,Airbus A319,14827
SU 1903,Киров,2021-05-05,00:50,Париж,2021-05-07,03:05,Boeing 777-400,9099
SU 1702,Нью-Йорк,2021-05-06,07:50,Москва,2021-05-07,16:14,Boeing 777-400,23432
SU 1702,Москва,2021-05-04,15:22,Киров,2021-05-06,15:22,Boeing 777-400,8993
SU 1903,Москва,2021-05-06,15:50,Нью-Йорк,2021-05-07,16:14,Boeing 777-300,14706
SU 1903,Киров,2021-05-06,15:50,Екатеринбург,2021-05-07,00:50,Airbus A319,9117
SU 1702,Екатеринбург,2021-05-04,00:50,Владивосток,2021-05-05,16:14,Airbus A319,13504
SU 1701,Париж,2021-05-05,15:22,Киров,2021-05-07,15:50,Airbus A319,13665
IB 7270,Екатеринбург,2021-05-05,07:50,Нью-Йорк,2021-05-06,07:50,Boeing 777-300,23199
SU 1701,Екатеринбург,2021-05-05,05:30,Лондон,2021-05-05,15:22,Boeing 777-300,13333
SU 1903,Лондон,2021-05-07,00:50,Екатеринбург,2021-05-07,00:50,Airbus A319,9421
IB 7270,Москва,2021-05-04,16:14,Владивосток,2021-05-06,15:50,Airbus A319,23046
SU 1702,Париж,2021-05-04,15:50,Екатеринбург,2021-05-07,07:50,Boeing 777-300,13200
SU 1701,Париж,2021-05-06,03:05,Екатеринбург,2021-05-07,03:05,Boeing 777-400,23452
SU 1903,Париж,2021-05-05,15:22,Екатеринбург,2021-05-06,05:30,Airbus A319,14336
IB 7270,Лондон,2021-05-04,15:22,Париж,2021-05-04,15:50,Boeing 777-300,13103
SU 1701,Нью-Йорк,2021-05-05,15:50,Екатеринбург,2021-05-07,07:50,Airbus A319,13712
SU 1903,Париж,2021-05-04,00:50,Нью-Йорк,2021-05-06,15:50,Airbus A319,13973
SU 1701,Владивосток,2021-05-05,16:14,Нью-Йорк,2021-05-07,03:05,Boeing 777-400,23204
SU 1702,Екатеринбург,2021-05-05,16:14,Владивосток,2021-05-06,15:22,Boeing 777-400,12781
SU 1702,Владивосток,2021-05-04,15:22,Киров,2021-05-07,16:14,Boeing 777-400,23525
SU 1702,Владивосток,2021-05-04,15:22,Лондон,2021-05-06,15:22,Airbus A319,22981
SU 1702,Владивосток,2021-05-04,00:50,Екатеринбург,2021-05-05,16:14,Airbus A319,13378
SU 1701,Лондон,2021-05-05,15:50,Киров,2021-05-07,05:30,Boeing 777-300,9185
IB 7270,Владивосток,2021-05-06,15:50,Париж,2021-05-07,07:50,Boeing 777-300,14643
SU 1701,Париж,2021-05-04,07:50,Москва,2021-05-06,07:50,Airbus A319,9392
SU 1701,Владивосток,2021-05-04,07:50,Москва,2021-05-07,15:50,Boeing 777-300,23219
SU 1903,Владивосток,2021-05-04,16:14,Киров,2021-05-06,07:50,Airbus A319,14423
SU 1903,Нью-Йорк,2021-05-06,05:30,Киров,2021-05-06,16:14,Boeing 777-300,15211
SU 1702,Париж,2021-05-04,03:05,Владивосток,2021-05-06,00:50,Boeing 777-400,22689
SU 1702,Екатеринбург,2021-05-05,07:50,Москва,2021-05-06,07:50,Airbus A319,8947
SU 1701,Владивосток,2021-05-06,00:50,Лондон,2021-05-07,03:05,Boeing 777-400,12971
SU 1702,Екатеринбург,2021-05-06,03:05,Киров,2021-05-07,05:30,Boeing 777-400,23352
SU 1702,Владивосток,2021-05-04,16:14,Екатеринбург,2021-05-06,15:22,Boeing 777-300,13850
SU 1903,Владивосток,2021-05-06,00:50,Париж,2021-05-06,00:50,Boeing 777-300,14695
SU 1903,Владивосток,2021-05-05,03:05,Нью-Йорк,2021-05-07,03:05,Boeing 777-300,14407
SU 1903,Нью-Йорк,2021-05-04,03:05,Лондон,2021-05-04,16:14,Boeing 777-300,13252
SU 1702,Нью-Йорк,2021-05-04,00:50,Киров,2021-05-07,15:50,Boeing 777-400,13962
IB 7270,Париж,2021-05-05,00:50,Владивосток,2021-05-06,05:30,Boeing 777-300,23003
SU 1903,Киров,2021-05-04,16:14,Нью-Йорк,2021-05-05,05:30,Airbus A319,14701
IB 7270,Москва,2021-05-06,00:50,Екатеринбург,2021-05-06,15:22,Airbus A319,23499
SU 1701,Москва,2021-05-05,15:50,Владивосток,2021-05-05,15:50,Boeing 777-300,14474
SU 1701,Екатеринбург,2021-05-05,15:50,Нью-Йорк,2021-05-06,07:50,Boeing 777-300,9175
IB 7270,Екатеринбург,2021-05-04,03:05,Москва,2021-05-06,05:30,Boeing 777-400,13421
SU 1903,Киров,2021-05-05,15:22,Лондон,2021-05-05,15:50,Boeing 777-300,15093
SU 1903,Лондон,2021-05-04,07:50,Париж,2021-05-06,03:05,Airbus A319,14363
SU 1702,Лондон,2021-05-04,03:05,Киров,2021-05-05,15:22,Boeing 777-400,15030
SU 1701,Москва,2021-05-04,15:22,Екатеринбург,2021-05-06,03:05,Boeing 777-300,22839
SU 1702,Киров,2021-05-04,15:22,Екатеринбург,2021-05-07,03:05,Boeing 777-400,9064
SU 1702,Киров,2021-05-06,00:50,Лондон,2021-05-07,16:14,Airbus A319,23070
SU 1701,Лондон,2021-05-04,15:50,Екатеринбург,2021-05-07,07:50,Airbus A319,12997
SU 1701,Екатеринбург,2021-05-05,15:50,Нью-Йорк,2021-05-06,15:50,Boeing 777-400,15225
SU 1701,Москва,2021-05-05,16:14,Лондон,2021-05-06,15:50,Boeing 777-400,9649
SU 1903,Киров,2021-05-05,16:14,Владивосток,2021-05-07,03:05,Boeing 777-400,12883
SU 1702,Москва,2021-05-05,15:50,Лондон,2021-05-06,07:50,Boeing 777-400,12622
SU 1702,Москва,2021-05-06,15:50,Екатеринбург,2021-05-07,05:30,Boeing 777-400,13940
SU 1702,Нью-Йорк,2021-05-04,15:50,Владивосток,2021-05-05,00:50,Boeing 777-300,14592
SU 1702,Лондон,2021-05-05,15:50,Париж,2021-05-07,05:30,Boeing 777-400,14656
SU 1701,Нью-Йорк,2021-05-05,15:50,Париж,2021-05-06,15:22,Airbus A319,9229
SU 1701,Владивосток,2021-05-05,15:22,Нью-Йорк,2021-05-06,16:14,Boeing 777-300,13167
SU 1903,Париж,2021-05-06,15:22,Киров,2021-05-06,15:50,Boeing 777-400,15023
IB 7270,Нью-Йорк,2021-05-05,16:14,Москва,2021-05-07,15:22,Airbus A319,22793
SU 1701,Владивосток,2021-05-05,05:30,Лондон,2021-05-05,07:50,Airbus A319,23386
SU 1702,Екатеринбург,2021-05-05,16:14,Киров,2021-05-06,00:50,Boeing 777-400,13378
SU 1903,Владивосток,2021-05-05,05:30,Екатеринбург,2021-05-06,00:50,Airbus A319,9561
SU 1702,Париж,2021-05-06,05:30,Москва,2021-05-06,15:50,Boeing 777-300,15055
SU 1701,Киров,2021-05-06,07:50,Париж,2021-05-07,16:14,Airbus A319,9080
SU 1702,Лондон,2021-05-06,00:50,Владивосток,2021-05-07,05:30,Boeing 777-300,13010
SU 1702,Владивосток,2021-05-06,00:50,Екатеринбург,2021-05-06,07:50,Boeing 777-400,23079
IB 7270,Москва,2021-05-04,07:50,Киров,2021-05-05,03:05,Boeing 777-300,9187
SU 1702,Нью-Йорк,2021-05-06,16:14,Париж,2021-05-07,03:05,Airbus A319,13759
SU 1702,Екатеринбург,2021-05-06,15:22,Москва,2021-05-07,00:50,Boeing 777-300,14725
IB 7270,Москва,2021-05-07,15:22,Париж,2021-05-07,15:22,Airbus A319,12601
SU 1701,Лондон,2021-05-05,03:05,Екатеринбург,2021-05-05,05:30,Boeing 777-400,13765
SU 1903,Киров,2021-05-06,16:14,Владивосток,2021-05-07,05:30,Boeing 777-400,13737
SU 1903,Москва,2021-05-04,03:05,Лондон,2021-05-05,16:14,Boeing 777-400,13434
SU 1702,Киров,2021-05-05,07:50,Лондон,2021-05-06,03:05,Boeing 777-400,12672
SU 1701,Владивосток,2021-05-04,07:50,Нью-Йорк,2021-05-05,07:50,Boeing 777-400,23428
SU 1701,Владивосток,2021-05-06,03:05,Москва,2021-05-07,05:30,Boeing 777-400,14880
IB 7270,Париж,2021-05-05,03:05,Нью-Йорк,2021-05-05,15:22,Boeing 777-400,13080
IB 7270,Владивосток,2021-05-07,07:50,Киров,2021-05-07,16:14,Airbus A319,23124
IB 7270,Париж,2021-05-04,16:14,Киров,2021-05-06,05:30,Airbus A319,12678
IB 7270,Екатеринбург,2021-05-05,15:22,Киров,2021-05-07,05:30,Boeing 777-300,14870
SU 1702,Екатеринбург,2021-05-05,05:30,Киров,2021-05-05,07:50,Boeing 777-300,13214
SU 1903,Нью-Йорк,2021-05-04,00:50,Екатеринбург,2021-05-07,15:50,Boeing 777-400,13382
SU 1702,Владивосток,2021-05-04,16:14,Киров,2021-05-07,16:14,Airbus A319,8779
IB 7270,Париж,2021-05-04,15:50,Екатеринбург,2021-05-06,16:14,Boeing 777-400,9324
SU 1702,Владивосток,2021-05-05,03:05,Екатеринбург,2021-05-07,07:50,Airbus A319,13180
SU 1702,Владивосток,2021-05-04,00:50,Лондон,2021-05-06,03:05,Airbus A319,13525
SU 1701,Екатеринбург,2021-05-05,03:05,Владивосток,2021-05-06,03:05,Boeing 777-300,15093
IB 7270,Лондон,2021-05-05,05:30,Париж,2021-05-07,00:50,Boeing 777-300,13415
SU 1702,Киров,2021-05-05,00:50,Москва,2021-05-07,15:50,Boeing 777-400,8676
SU 1903,Владивосток,2021-05-04,05:30,Париж,2021-05-07,05:30,Boeing 777-300,15114
SU 1702,Лондон,2021-05-05,03:05,Москва,2021-05-06,15:22,Boeing 777-300,14415
IB 7270,Нью-Йорк,2021-05-05,16:14,Екатеринбург,2021-05-06,16:14,Airbus A319,23528
SU 1702,Москва,2021-05-06,07:50,Киров,2021-05-07,15:50,Airbus A319,13107
SU 1702,Лондон,2021-05-05,15:50,Нью-Йорк,2021-05-06,07:50,Boeing 777-400,13490
SU 1702,Владивосток,2021-05-05,00:50,Екатеринбург,2021-05-05,15:22,Airbus A319,22691
IB 7270,Москва,2021-05-07,03:05,Владивосток,2021-05-07,16:14,Airbus A319,9346
SU 1701,Москва,2021-05-06,00:50,Лондон,2021-05-07,16:14,Boeing 777-400,9590
SU 1702,Лондон,2021-05-04,03:05,Нью-Йорк,2021-05-05,07:50,Boeing 777-400,13922
SU 1701,Владивосток,2021-05-05,03:05,Лондон,2021-05-05,16:14,Boeing 777-300,13094
IB 7270,Москва,2021-05-06,03:05,Нью-Йорк,2021-05-06,07:50,Boeing 777-300,13872
SU 1701,Лондон,2021-05-06,05:30,Владивосток,2021-05-06,15:22,Boeing 777-300,23294
SU 1903,Екатеринбург,2021-05-05,15:50,Москва,2021-05-07,05:30,Airbus A319,23045
IB 7270,Екатеринбург,2021-05-05,15:50,Лондон,2021-05-06,05:30,Airbus A319,9136
SU 1701,Париж,2021-05-05,07:50,Киров,2021-05-07,05:30,Boeing 777-400,15166
SU 1702,Лондон,2021-05-06,05:30,Париж,2021-05-07,03:05,Boeing 777-400,13009
SU 1701,Екатеринбург,2021-05-04,00:50,Лондон,2021-05-04,00:50,Boeing 777-400,12745
SU 1903,Владивосток,2021-05-05,00:50,Киров,2021-05-07,07:50,Boeing 777-400,9665
SU 1903,Париж,2021-05-04,15:22,Владивосток,2021-05-06,15:22,Boeing 777-400,12993
SU 1701,Екатеринбург,2021-05-04,15:50,Владивосток,2021-05-07,15:50,Boeing 777-400,23398
IB 7270,Владивосток,2021-05-05,15:50,Лондон,2021-05-07,15:22,Boeing 777-300,13268
SU 1903,Нью-Йорк,2021-05-06,16:14,Киров,2021-05-07,07:50,Airbus A319,15318
IB 7270,Москва,2021-05-05,05:30,Лондон,2021-05-06,05:30,Airbus A319,8836
SU 1903,Париж,2021-05-05,16:14,Киров,2021-05-06,15:22,Boeing 777-400,22715
SU 1903,Владивосток,2021-05-06,15:22,Нью-Йорк,2021-05-06,16:14,Boeing 777-300,13673
SU 1702,Владивосток,2021-05-04,03:05,Лондон,2021-05-07,16:14,Airbus A319,14710
SU 1701,Нью-Йорк,2021-05-04,05:30,Киров,2021-05-05,03:05,Boeing 777-400,22878
IB 7270,Париж,2021-05-04,05:30,Владивосток,2021-05-07,05:30,Airbus A319,13808
SU 1903,Москва,2021-05-06,00:50,Екатеринбург,2021-05-06,15:50,Airbus A319,23444
SU 1903,Москва,2021-05-04,15:22,Лондон,2021-05-06,03:05,Boeing 777-400,13169
IB 7270,Нью-Йорк,2021-05-06,00:50,Владивосток,2021-05-07,03:05,Airbus A319,9303
SU 1701,Париж,2021-05-05,15:22,Нью-Йорк,2021-05-06,05:30,Airbus A319,15072
IB 7270,Лондон,2021-05-05,16:14,Киров,2021-05-07,07:50,Boeing 777-400,14791
SU 1702,Киров,2021-05-05,00:50,Лондон,2021-05-06,16:14,Boeing 777-400,13770
SU 1903,Владивосток,2021-05-06,03:05,Киров,2021-05-06,16:14,Airbus A319,22997
SU 1903,Нью-Йорк,2021-05-04,03:05,Екатеринбург,2021-05-05,00:50,Boeing 777-400,14925
IB 7270,Лондон,2021-05-07,05:30,Париж,2021-05-07,07:50,Boeing 777-300,8775
SU 1702,Екатеринбург,2021-05-04,15:22,Киров,2021-05-05,16:14,Airbus A319,23577
SU 1701,Нью-Йорк,2021-05-05,05:30,Москва,2021-05-06,15:50,Airbus A319,14695
SU 1903,Киров,2021-05-06,03:05,Екатеринбург,2021-05-07,00:50,Boeing 777-300,13129
SU 1702,Владивосток,2021-05-05,15:50,Екатеринбург,2021-05-05,15:50,Boeing 777-300,23451
SU 1903,Екатеринбург,2021-05-05,15:22,Москва,2021-05-07,15:22,Boeing 777-300,14538
SU 1701,Нью-Йорк,2021-05-04,15:22,Екатеринбург,2021-05-06,16:14,Boeing 777-400,13902
SU 1702,Киров,2021-05-05,15:50,Нью-Йорк,2021-05-06,05:30,Boeing 777-300,14968
SU 1903,Киров,2021-05-06,16:14,Нью-Йорк,2021-05-06,16:14,Airbus A319,22787
SU 1702,Киров,2021-05-06,05:30,Нью-Йорк,2021-05-07,16:14,Boeing 777-300,23247
SU 1903,Владивосток,2021-05-04,07:50,Лондон,2021-05-07,15:22,Boeing 777-300,15158
SU 1701,Москва,2021-05-04,03:05,Киров,2021-05-04,15:50,Boeing 777-400,8735
SU 1903,Лондон,2021-05-06,05:30,Владивосток,2021-05-06,16:14,Boeing 777-300,13073
SU 1701,Екатеринбург,2021-05-07,16:14,Лондон,2021-05-07,16:14,Boeing 777-300,14950
SU 1903,Екатеринбург,2021-05-04,03:05,Владивосток,2021-05-05,15:22,Airbus A319,13492
IB 7270,Париж,2021-05-04,15:50,Москва,2021-05-07,05:30,Boeing 777-400,13730
SU 1701,Лондон,2021-05-04,07:50,Москва,2021-05-05,16:14,Airbus A319,14783
SU 1702,Москва,2021-05-05,15:22,Лондон,2021-05-06,03:05,Airbus A319,9661
SU 1702,Киров,2021-05-07,15:22,Владивосток,2021-05-07,16:14,Boeing 777-400,13257
IB 7270,Екатеринбург,2021-05-06,15:22,Нью-Йорк,2021-05-07,15:50,Boeing 777-400,13842
IB 7270,Лондон,2021-05-04,16:14,Москва,2021-05-07,00:50,Airbus A319,8760
SU 1701,Екатеринбург,2021-05-06,15:50,Нью-Йорк,2021-05-06,16:14,Boeing 777-400,9275
SU 1903,Киров,2021-05-05,15:22,Лондон,2021-05-06,05:30,Airbus A319,23429
SU 1903,Киров,2021-05-04,05:30,Лондон,2021-05-06,07:50,Boeing 777-400,13929
SU 1702,Москва,2021-05-04,15:50,Париж,2021-05-05,15:50,Boeing 777-400,23195
SU 1702,Владивосток,2021-05-05,16:14,Москва,2021-05-07,15:50,Boeing 777-400,14471
SU 1903,Нью-Йорк,2021-05-06,15:50,Лондон,2021-05-07,15:50,Boeing 777-300,13086
SU 1701,Владивосток,2021-05-05,15:22,Нью-Йорк,2021-05-07,05:30,Boeing 777-400,23398
SU 1702,Киров,2021-05-06,16:14,Нью-Йорк,2021-05-07,15:50,Boeing 777-400,9432
SU 1903,Париж,2021-05-05,07:50,Москва,2021-05-07,05:30,Boeing 777-300,13434
IB 7270,Москва,2021-05-05,05:30,Владивосток,2021-05-06,05:30,Boeing 777-300,9381
IB 7270,Владивосток,2021-05-05,03:05,Киров,2021-05-06,03:05,Boeing 777-300,8708
SU 1903,Париж,2021-05-05,15:22,Лондон,2021-05-06,15:22,Airbus A319,22893
SU 1903,Екатеринбург,2021-05-04,07:50,Киров,2021-05-07,15:22,Boeing 777-400,13587
SU 1701,Париж,2021-05-06,07:50,Екатеринбург,2021-05-07,03:05,Airbus A319,13518
SU 1701,Лондон,2021-05-06,15:50,Владивосток,2021-05-07,05:30,Airbus A319,12848
SU 1702,Париж,2021-05-04,16:14,Киров,2021-05-05,05:30,Airbus A319,15047
SU 1903,Лондон,2021-05-06,00:50,Париж,2021-05-07,15:22,Airbus A319,15192
SU 1903,Лондон,2021-05-04,03:05,Нью-Йорк,2021-05-05,07:50,Airbus A319,13685
IB 7270,Лондон,2021-05-04,07:50,Париж,2021-05-07,03:05,Airbus A319,23118
SU 1903,Владивосток,2021-05-05,03:05,Киров,2021-05-07,03:05,Boeing 777-300,22841
SU 1702,Нью-Йорк,2021-05-04,16:14,Владивосток,2021-05-06,05:30,Airbus A319,23406
IB 7270,Париж,2021-05-06,15:22,Екатеринбург,2021-05-07,15:22,Boeing 777-300,9556
IB 7270,Екатеринбург,2021-05-04,03:05,Киров,2021-05-05,05:30,Boeing 777-300,23029
SU 1903,Владивосток,2021-05-05,07:50,Москва,2021-05-07,16:14,Airbus A319,13027
SU 1701,Москва,2021-05-07,03:05,Париж,2021-05-07,15:50,Boeing 777-300,23593
SU 1701,Киров,2021-05-05,00:50,Москва,2021-05-07,03:05,Boeing 777-400,13024
IB 7270,Москва,2021-05-05,15:50,Киров,2021-05-05,15:50,Boeing 777-400,23474
SU 1701,Париж,2021-05-04,15:22,Владивосток,2021-05-05,16:14,Airbus A319,8811
SU 1702,Владивосток,2021-05-05,15:22,Екатеринбург,2021-05-07,00:50,Airbus A319,14472
SU 1702,Владивосток,2021-05-05,05:30,Екатеринбург,2021-05-07,05:30,Boeing 777-300,14709
SU 1903,Москва,2021-05-06,15:22,Париж,2021-05-06,15:22,Boeing 777-300,23420
SU 1903,Нью-Йорк,2021-05-04,16:14,Киров,2021-05-04,16:14,Airbus A319,15003
SU 1903,Париж,2021-05-04,07:50,Киров,2021-05-06,03:05,Boeing 777-400,13318
IB 7270,Москва,2021-05-04,03:05,Нью-Йорк,2021-05-05,05:30,Boeing 777-300,12754
IB 7270,Екатеринбург,2021-05-05,07:50,Москва,2021-05-06,00:50,Boeing 777-400,12798
IB 7270,Москва,2021-05-04,03:05,Нью-Йорк,2021-05-04,15:50,Boeing 777-400,9092
SU 1903,Владивосток,2021-05-06,07:50,Париж,2021-05-06,15:22,Airbus A319,9086
SU 1702,Москва,2021-05-06,16:14,Лондон,2021-05-07,07:50,Boeing 777-300,13117
SU 1701,Париж,2021-05-04,05:30,Екатеринбург,2021-05-07,15:50,Airbus A319,15117
SU 1702,Москва,2021-05-05,03:05,Киров,2021-05-05,16:14,Airbus A319,23574
IB 7270,Владивосток,2021-05-04,16:14,Лондон,2021-05-07,15:22,Boeing 777-300,12636
SU 1701,Владивосток,2021-05-05,15:22,Москва,2021-05-06,07:50,Boeing 777-300,8865
SU 1702,Лондон,2021-05-05,07:50,Москва,2021-05-06,07:50,Boeing 777-300,13121
SU 1903,Лондон,2021-05-04,15:22,Париж,2021-05-05,15:50,Boeing 777-400,9210
SU 1903,Киров,2021-05-06,15:50,Париж,2021-05-07,15:50,Airbus A319,9283
SU 1701,Екатеринбург,2021-05-04,00:50,Лондон,2021-05-07,07:50,Boeing 777-300,13879
SU 1903,Владивосток,2021-05-05,07:50,Нью-Йорк,2021-05-06,00:50,Airbus A319,22653
IB 7270,Париж,2021-05-04,16:14,Екатеринбург,2021-05-05,05:30,Boeing 777-300,14431
IB 7270,Нью-Йорк,2021-05-04,07:50,Париж,2021-05-04,16:14,Boeing 777-300,15247
SU 1903,Киров,2021-05-05,16:14,Москва,2021-05-07,15:22,Airbus A319,13799
SU 1702,Екатеринбург,2021-05-04,05:30,Нью-Йорк,2021-05-05,15:50,Boeing 777-400,13088
SU 1903,Париж,2021-05-04,16:14,Лондон,2021-05-07,07:50,Boeing 777-400,14740
SU 1701,Париж,2021-05-07,07:50,Владивосток,2021-05-07,15:50,Boeing 777-300,9199
SU 1702,Владивосток,2021-05-04,16:14,Нью-Йорк,2021-05-05,05:30,Boeing 777-400,14549
IB 7270,Лондон,2021-05-06,00:50,Владивосток,2021-05-07,15:50,Airbus A319,13910
SU 1903,Лондон,2021-05-05,15:50,Екатеринбург,2021-05-07,00:50,Boeing 777-400,12618
SU 1702,Нью-Йорк,2021-05-05,07:50,Владивосток,2021-05-05,15:22,Boeing 777-300,8717
SU 1702,Москва,2021-05-04,16:14,Нью-Йорк,2021-05-05,03:05,Airbus A319,9484
SU 1903,Москва,2021-05-05,16:14,Лондон,2021-05-07,16:14,Boeing 777-300,9074
SU 1702,Москва,2021-05-04,05:30,Париж,2021-05-07,05:30,Boeing 777-300,12780
SU 1903,Париж,2021-05-05,05:30,Екатеринбург,2021-05-06,00:50,Boeing 777-400,9401
IB 7270,Лондон,2021-05-06,05:30,Екатеринбург,2021-05-06,05:30,Airbus A319,22841
IB 7270,Киров,2021-05-06,00:50,Париж,2021-05-06,03:05,Boeing 777-400,13503
IB 7270,Киров,2021-05-07,00:50,Екатеринбург,2021-05-07,15:22,Boeing 777-300,13228
SU 1903,Екатеринбург,2021-05-04,00:50,Владивосток,2021-05-04,07:50,Boeing 777-300,22658
SU 1903,Москва,2021-05-06,00:50,Лондон,2021-05-07,16:14,Boeing 777-300,13446
SU 1701,Париж,2021-05-05,07:50,Лондон,2021-05-07,16:14,Boeing 777-300,13282
SU 1702,Париж,2021-05-06,05:30,Москва,2021-05-06,07:50,Airbus A319,8971
IB 7270,Лондон,2021-05-04,07:50,Владивосток,2021-05-06,16:14,Airbus A319,13243
IB 7270,Лондон,2021-05-04,07:50,Киров,2021-05-04,15:50,Airbus A319,13354
SU 1702,Париж,2021-05-06,16:14,Москва,2021-05-07,00:50,Airbus A319,15100
SU 1903,Париж,2021-05-04,00:50,Лондон,2021-05-04,00:50,Boeing 777-400,23634
SU 1702,Киров,2021-05-06,00:50,Париж,2021-05-06,15:22,Boeing 777-400,23233
SU 1701,Владивосток,2021-05-07,00:50,Лондон,2021-05-07,16:14,Boeing 777-400,14977
SU 1702,Лондон,2021-05-04,07:50,Москва,2021-05-06,05:30,Boeing 777-400,13692
IB 7270,Киров,2021-05-05,03:05,Париж,2021-05-07,15:50,Boeing 777-300,13192
SU 1903,Париж,2021-05-04,05:30,Екатеринбург,2021-05-05,00:50,Airbus A319,9046
SU 1903,Париж,2021-05-04,03:05,Киров,2021-05-06,16:14,Boeing 777-300,23390
SU 1701,Владивосток,2021-05-05,05:30,Лондон,2021-05-05,05:30,Airbus A319,23471
IB 7270,Владивосток,2021-05-07,00:50,Москва,2021-05-07,03:05,Boeing 777-300,12614
SU 1903,Москва,2021-05-04,03:05,Париж,2021-05-05,05:30,Boeing 777-300,15137
SU 1903,Владивосток,2021-05-06,00:50,Екатеринбург,2021-05-06,05:30,Boeing 777-400,23054
IB 7270,Екатеринбург,2021-05-05,03:05,Нью-Йорк,2021-05-05,15:22,Boeing 777-300,15176
SU 1701,Киров,2021-05-04,03:05,Москва,2021-05-06,15:22,Boeing 777-300,13474
IB 7270,Лондон,2021-05-04,05:30,Нью-Йорк,2021-05-05,07:50,Boeing 777-300,23406
SU 1701,Киров,2021-05-05,03:05,Нью-Йорк,2021-05-05,15:22,Airbus A319,13147
IB 7270,Нью-Йорк,2021-05-04,15:22,Лондон,2021-05-06,05:30,Boeing 777-400,13653
SU 1701,Нью-Йорк,2021-05-06,15:50,Лондон,2021-05-06,16:14,Boeing 777-300,22748
IB 7270,Москва,2021-05-06,00:50,Лондон,2021-05-06,05:30,Airbus A319,13461
SU 1903,Москва,2021-05-04,00:50,Лондон,2021-05-04,15:50,Airbus A319,22735
SU 1903,Нью-Йорк,2021-05-04,00:50,Владивосток,2021-05-05,15:22,Boeing 777-400,13013
SU 1701,Москва,2021-05-07,00:50,Нью-Йорк,2021-05-07,07:50,Boeing 777-300,15222
SU 1702,Киров,2021-05-04,15:50,Екатеринбург,2021-05-06,15:50,Airbus A319,22862
SU 1702,Нью-Йорк,2021-05-04,05:30,Париж,2021-05-07,16:14,Boeing 777-400,12821
SU 1702,Лондон,2021-05-05,15:50,Киров,2021-05-07,07:50,Airbus A319,13668
SU 1701,Нью-Йорк,2021-05-04,16:14,Екатеринбург,2021-05-05,15:50,Boeing 777-400,13421
SU 1702,Екатеринбург,2021-05-05,15:22,Лондон,2021-05-07,07:50,Boeing 777-300,23296
SU 1903,Лондон,2021-05-04,15:50,Нью-Йорк,2021-05-07,15:22,Airbus A319,15273
SU 1701,Нью-Йорк,2021-05-05,07:50,Владивосток,2021-05-07,00:50,Airbus A319,13256
SU 1903,Екатеринбург,2021-05-04,05:30,Москва,2021-05-06,15:22,Boeing 777-400,12553
SU 1903,Владивосток,2021-05-04,15:50,Москва,2021-05-07,00:50,Airbus A319,23149
SU 1903,Нью-Йорк,2021-05-06,15:22,Москва,2021-05-07,15:50,Airbus A319,14746
SU 1903,Москва,2021-05-05,15:50,Киров,2021-05-06,07:50,Boeing 777-400,9469
